BillId,BarId,DrinkerId,TimeIssued,Item,Quantity,Price
7535,19,193,1691,Wings,1,12.54
7536,239,262,1177,Boddingtons Pub Ale,2,12.7
7536,239,262,1177,Ice Tea,3,6.18
7536,239,262,1177,Station House Red Ale,2,18.2
7537,140,31,1926,Russian River Blind Pig IPA,3,8.25
7537,140,31,1926,Capital Vintage Ale,1,7.15
7537,140,31,1926,Coke,3,19.5
7538,110,362,1560,St Peter's Wheat Ale,2,21.52
7539,112,195,1794,Fries,3,31.95
7540,124,271,1692,Wings,3,37.17
7541,80,450,2097,Rogue Dry Hopped Saint Rogue Red Ale,3,21.69
7541,80,450,2097,Coke,2,13.76
7542,249,490,1247,St-Ambroise Oatmeal Stout,1,7.18
7542,249,490,1247,Fries,3,30.33
7543,170,292,1848,Coke,1,6.9
7543,170,292,1848,Old Rasputin Russian Imperial Stout,3,12.24
7543,170,292,1848,SweetWater Summer Hummer,1,2.72
7544,206,252,1591,Full Sail IPA,2,21.28
7544,206,252,1591,Fried Chocolate Tarantula,2,16.36
7544,206,252,1591,Boddingtons Pub Ale,3,20.58
7545,62,151,2003,River Rock Ale,2,8.2
7545,62,151,2003,Ice Tea,3,8.34
7546,2,113,1664,Coke,2,12.22
7546,2,113,1664,Wings,2,24.88
7546,2,113,1664,Full Sail IPA,2,20.06
7546,2,113,1664,SweetWater Summer Hummer,2,4.34
7546,2,113,1664,Quail Springs India Pale Ale,2,17.22
7547,61,463,1763,New Glarus Two Women New,1,11.79
7547,61,463,1763,Hotdog,1,11.97
7547,61,463,1763,Fries,2,20.9
7547,61,463,1763,Cheesburger,2,6.88
7547,61,463,1763,Dirty Shirley,2,24.32
7548,236,353,1253,Wings,2,24.94
7548,236,353,1253,Coke,2,13.72
7548,236,353,1253,Dirty Shirley,3,37.74
7549,183,64,1856,Hitachino Nest Weizen,3,15.03
7549,183,64,1856,Fried Chocolate Tarantula,1,8.36
7550,152,110,1794,Dirty Shirley,1,12.6
7550,152,110,1794,St Peter's Wheat Ale,1,10.48
7550,152,110,1794,Tripel Karmeliet,1,3.6
7551,178,15,2099,Coke,1,6.25
7551,178,15,2099,Fries,2,21.02
7551,178,15,2099,New Glarus Spotted Cow Ale,3,8.1
7551,178,15,2099,Boulevard Unfiltered Wheat Beer,2,9.48
7552,50,118,1579,St Peter's Wheat Ale,3,32.73
7552,50,118,1579,Xingu Black Beer,1,8.3
7552,50,118,1579,Fried Chocolate Tarantula,2,17.58
7553,5,499,1037,Fries,2,20.86
7554,86,137,1712,Spaten Munchen Dunkel,1,4.78
7554,86,137,1712,Fries,2,20.6
7554,86,137,1712,Point Horizon Wheat,2,23.68
7555,183,400,2015,Geary's Pale Ale,3,12.3
7556,157,493,1160,Hops Clearwater Light,3,9.3
7556,157,493,1160,Coke,3,18.12
7556,157,493,1160,Ice Tea,1,2.16
7557,147,470,1385,Tuppers' Hop Pocket Pils,3,23.73
7557,147,470,1385,Water,3,18.39
7557,147,470,1385,Wings,1,12.23
7558,107,300,1649,Hops Clearwater Light,3,9.21
7558,107,300,1649,Water,2,13.02
7558,107,300,1649,Cheesburger,3,9.63
7558,107,300,1649,Dirty Shirley,3,37.68
7559,228,102,1622,Wings,2,24.7
7559,228,102,1622,Geary's Pale Ale,2,9.58
7560,222,262,1130,Old Milwaukee,2,25.64
7560,222,262,1130,Cheesburger,3,10.26
7560,222,262,1130,New Glarus Spotted Cow Ale,1,2.78
7561,148,252,1870,Wings,3,37.86
7561,148,252,1870,Coke,3,18.24
7561,148,252,1870,Sundance Amber Ale,1,6.23
7562,57,277,1886,Water,1,6.59
7562,57,277,1886,Fred,3,29.25
7562,57,277,1886,Fordham Dunkel Weiss,1,4.93
7562,57,277,1886,Hops Clearwater Light,1,3.63
7563,36,402,1579,Boris,1,10.42
7563,36,402,1579,Fries,1,10.5
7563,36,402,1579,Hotdog,1,11.3
7564,129,96,1369,Ice Tea,3,6.78
7565,166,318,1578,Station House Red Ale,2,18.5
7565,166,318,1578,Dirty Shirley,1,12.34
7566,185,60,1311,Dirty Shirley,2,24.56
7566,185,60,1311,Miller High Life Light,2,10.16
7567,122,434,1645,Strong Suffolk Vintage Ale,2,17.14
7567,122,434,1645,Fried Chocolate Tarantula,2,17.6
7567,122,434,1645,Miller High Life Light,2,11.44
7568,54,107,1953,Spaten Munchen Dunkel,3,12.84
7569,125,76,1794,Fried Chocolate Tarantula,3,24.69
7569,125,76,1794,Engel Gold,2,21.3
7569,125,76,1794,Tripel Karmeliet,1,3.63
7569,125,76,1794,Dirty Shirley,1,12.07
7569,125,76,1794,Ice Tea,3,6.21
7570,124,165,1412,Wings,1,12.39
7571,16,467,1554,Dirty Shirley,3,36.18
7571,16,467,1554,Hotdog,1,11.29
7571,16,467,1554,Lakefront Bridge Burner,1,11.91
7571,16,467,1554,Pepsi,3,6.09
7572,73,491,1571,Lakefront Bridge Burner,3,34.65
7572,73,491,1571,Fordham Dunkel Weiss,3,12.12
7572,73,491,1571,Engel Gold,1,10.25
7572,73,491,1571,SweetWater Summer Hummer,1,2.78
7573,106,491,1745,Saint Arnold Brown Ale,3,15.54
7573,106,491,1745,Rogue Dry Hopped Saint Rogue Red Ale,3,21.93
7573,106,491,1745,Old Milwaukee,3,37.47
7574,111,435,1739,Russian River Blind Pig IPA,2,4.98
7574,111,435,1739,Cheesburger,3,11.01
7574,111,435,1739,Southern Pecan Brown ale,1,3.93
7574,111,435,1739,Drake's Expedition Ale,1,5.52
7575,52,413,1612,Dirty Shirley,3,37.47
7575,52,413,1612,Cheesburger,1,3.16
7576,213,71,1580,Coke,2,12.74
7576,213,71,1580,Tuppers' Hop Pocket Pils,1,7.57
7577,134,397,1925,Wings,1,12.05
7578,145,228,959,Left Hand Black Jack Porter,2,4.92
7579,229,13,1269,Dirty Shirley,1,12.45
7579,229,13,1269,Coke,3,19.59
7579,229,13,1269,Fried Chocolate Tarantula,3,26.67
7579,229,13,1269,New Glarus Two Women New,3,35.73
7580,80,320,1491,Coke,1,6.88
7580,80,320,1491,Rogue Dry Hopped Saint Rogue Red Ale,2,14.46
7581,152,426,1262,Dirty Shirley,3,37.8
7581,152,426,1262,Aass Juleol Premium,2,21.36
7581,152,426,1262,Tripel Karmeliet,1,3.6
7582,186,276,1492,Pepsi,1,2.17
7582,186,276,1492,Left Hand Polestar Pilsner,1,5.47
7582,186,276,1492,Cheesburger,2,6.3
7582,186,276,1492,Boddingtons Pub Ale,3,19.56
7584,22,455,1592,Dirty Shirley,2,25.56
7584,22,455,1592,Fries,2,21.98
7585,128,110,1792,Boulevard Unfiltered Wheat Beer,2,8.62
7585,128,110,1792,Cheesburger,1,3.08
7585,128,110,1792,Fred,3,29.85
7586,128,113,1044,Ice Tea,2,4.92
7587,177,25,1703,Water,2,12.24
7587,177,25,1703,Pepsi,2,5.16
7588,8,70,1248,Fries,2,20.94
7588,8,70,1248,New Glarus Spotted Cow Ale,1,2.3
7588,8,70,1248,Water,3,20.61
7589,208,266,1375,Fries,3,32.31
7589,208,266,1375,Lakeport Honey Lager,3,22.17
7590,60,231,1762,Dirty Shirley,1,12.24
7590,60,231,1762,Pinstripe Red Ale,3,28.17
7591,44,486,1849,Victoria Bitter,2,16.62
7591,44,486,1849,Boulevard Unfiltered Wheat Beer,2,9.16
7591,44,486,1849,Southern Pecan Brown ale,2,7.02
7591,44,486,1849,St Peter's Wheat Ale,2,20.28
7592,187,112,1825,Strong Suffolk Vintage Ale,2,17.26
7593,156,190,1107,New Glarus Spotted Cow Ale,2,5.4
7593,156,190,1107,Boddingtons Pub Ale,3,18.24
7593,156,190,1107,Fries,2,20.22
7593,156,190,1107,Strong Suffolk Vintage Ale,2,17.06
7594,76,298,1244,Drake's Expedition Ale,2,11.92
7595,162,251,1669,Ice Tea,1,2.77
7596,73,307,1726,SweetWater Summer Hummer,1,2.78
7596,73,307,1726,Lakefront Bridge Burner,2,23.1
7596,73,307,1726,Fordham Dunkel Weiss,3,12.12
7596,73,307,1726,Engel Gold,1,10.25
7597,120,439,1863,Sundance Amber Ale,1,6.85
7597,120,439,1863,Water,3,18.42
7598,226,488,1499,New Glarus Spotted Cow Ale,2,5.16
7599,223,486,1965,Hotdog,1,11.37
7599,223,486,1965,Boulevard Unfiltered Wheat Beer,2,9.62
7600,129,55,969,Rogue Dry Hopped Saint Rogue Red Ale,3,21.03
7600,129,55,969,Ice Tea,3,6.78
7600,129,55,969,Water,2,12.38
7601,224,167,988,Station House Red Ale,3,27.03
7601,224,167,988,Ice Tea,3,8.82
7601,224,167,988,Hotdog,3,34.11
7602,108,212,1127,Aass Juleol Premium,3,31.5
7603,200,430,1092,Left Hand Black Jack Porter,2,4.16
7604,162,206,1957,Cheesburger,2,7.1
7604,162,206,1957,River Rock Ale,2,9.72
7604,162,206,1957,Spaten Munchen Dunkel,3,14.67
7604,162,206,1957,Ice Tea,1,2.77
7604,162,206,1957,Full Sail IPA,3,30.87
7605,196,401,1458,Aass Juleol Premium,2,20.9
7605,196,401,1458,Wings,1,12.88
7606,205,264,1671,Ice Tea,2,5.58
7606,205,264,1671,Hops Clearwater Light,2,6.92
7607,203,137,870,Fried Chocolate Tarantula,3,25.05
7608,162,58,1758,Cheesburger,2,7.1
7609,239,343,1350,Ice Tea,3,6.18
7610,40,488,1494,Moosbacher Schwarze Weisse,2,4.68
7610,40,488,1494,Fried Chocolate Tarantula,1,8.32
7610,40,488,1494,Ice Tea,1,2.26
7610,40,488,1494,Point Horizon Wheat,2,22.78
7611,223,433,1590,Boulevard Unfiltered Wheat Beer,1,4.81
7611,223,433,1590,Hotdog,1,11.37
7611,223,433,1590,Ice Tea,2,5.12
7611,223,433,1590,Xingu Black Beer,1,8.56
7611,223,433,1590,Dirty Shirley,2,24.66
7612,23,360,1576,Wings,1,12.8
7612,23,360,1576,River Rock Ale,1,4.31
7612,23,360,1576,Pepsi,3,8.91
7613,70,27,1083,Wings,3,37.08
7613,70,27,1083,Left Hand Polestar Pilsner,1,5.42
7614,156,16,1102,New Glarus Spotted Cow Ale,3,8.1
7615,151,244,1776,Widmer Snowplow Milk Stout,1,11.21
7615,151,244,1776,Cheesburger,2,6.86
7616,49,366,1311,Fries,3,31.95
7617,122,220,1826,Miller High Life Light,1,5.72
7617,122,220,1826,Fried Chocolate Tarantula,3,26.4
7617,122,220,1826,Strong Suffolk Vintage Ale,2,17.14
7618,134,200,1304,Wings,2,24.1
7619,149,1,1520,Dirty Shirley,2,25.02
7620,129,257,952,Ice Tea,3,6.78
7620,129,257,952,Rogue Dry Hopped Saint Rogue Red Ale,1,7.01
7620,129,257,952,Water,3,18.57
7621,135,107,1949,Fried Chocolate Tarantula,3,25.41
7622,205,43,1742,Ice Tea,2,5.58
7623,112,383,1319,Hotdog,1,11.76
7623,112,383,1319,Dirty Shirley,2,24.56
7623,112,383,1319,Fries,1,10.65
7623,112,383,1319,Coke,3,21.0
7624,148,485,1449,Sundance Amber Ale,1,6.23
7624,148,485,1449,Wings,2,25.24
7624,148,485,1449,Coke,3,18.24
7625,41,324,1265,Pepsi,3,9.0
7625,41,324,1265,Lakefront Bridge Burner,1,11.36
7625,41,324,1265,Abita Wheat,3,14.73
7625,41,324,1265,Smuttynose Wheat Wine,2,24.72
7626,82,149,1641,Tuppers' Hop Pocket Pils,3,23.31
7626,82,149,1641,Wings,2,24.2
7626,82,149,1641,Ice Tea,2,5.52
7626,82,149,1641,Dirty Shirley,2,25.14
7627,247,423,1513,Steamworks Summer Kolsch,3,16.23
7627,247,423,1513,Russian River Blind Pig IPA,3,6.06
7627,247,423,1513,Fred,3,29.01
7627,247,423,1513,Pepsi,2,5.98
7627,247,423,1513,Cheesburger,2,6.08
7628,205,159,1431,Water,2,12.74
7628,205,159,1431,Hops Clearwater Light,2,6.92
7628,205,159,1431,Ice Tea,3,8.37
7629,230,189,1569,Fries,3,31.5
7629,230,189,1569,Boulevard Unfiltered Wheat Beer,3,14.79
7629,230,189,1569,Ice Tea,1,2.82
7630,66,286,2061,New Glarus Spotted Cow Ale,3,8.43
7630,66,286,2061,Ice Tea,1,2.42
7630,66,286,2061,Dirty Shirley,1,12.62
7631,181,48,1645,Water,3,18.15
7631,181,48,1645,Hotdog,3,33.15
7631,181,48,1645,Saint Arnold Brown Ale,3,16.95
7631,181,48,1645,SweetWater Summer Hummer,1,2.96
7632,76,368,1469,Drake's Expedition Ale,2,11.92
7633,207,254,1746,Water,1,6.12
7633,207,254,1746,Fries,1,10.76
7633,207,254,1746,Southern Pecan Brown ale,2,6.78
7633,207,254,1746,Ice Tea,2,4.06
7634,205,121,1338,Hops Clearwater Light,1,3.46
7634,205,121,1338,Water,3,19.11
7634,205,121,1338,Ice Tea,2,5.58
7635,38,255,1640,Hotdog,2,22.96
7636,44,203,1827,Southern Pecan Brown ale,2,7.02
7636,44,203,1827,Victoria Bitter,2,16.62
7636,44,203,1827,St Peter's Wheat Ale,3,30.42
7636,44,203,1827,Boulevard Unfiltered Wheat Beer,2,9.16
7637,82,147,1018,Dirty Shirley,2,25.14
7637,82,147,1018,Drake's Expedition Ale,1,5.45
7637,82,147,1018,Tuppers' Hop Pocket Pils,3,23.31
7637,82,147,1018,Ice Tea,2,5.52
7638,238,33,1699,Left Hand Polestar Pilsner,1,5.75
7639,204,499,1995,Cheesburger,2,7.5
7639,204,499,1995,Coke,3,20.7
7639,204,499,1995,Pepsi,3,7.05
7640,198,471,1433,Fried Chocolate Tarantula,2,17.94
7641,195,23,1540,Old Milwaukee,3,38.67
7642,225,404,1348,Dirty Shirley,1,12.97
7642,225,404,1348,Water,2,12.88
7642,225,404,1348,Fried Chocolate Tarantula,1,8.74
7643,162,164,1244,Ice Tea,3,8.31
7644,163,498,1651,Fordham Dunkel Weiss,2,9.84
7644,163,498,1651,Boris,3,32.97
7644,163,498,1651,Wings,3,38.19
7644,163,498,1651,BridgePort India Pale Ale,3,21.54
7645,84,369,1504,River Rock Ale,2,8.18
7646,213,353,1514,Tuppers' Hop Pocket Pils,2,15.14
7646,213,353,1514,Coke,1,6.37
7647,240,475,1601,Tripel Karmeliet,3,10.65
7647,240,475,1601,Wings,1,12.5
7647,240,475,1601,Dirty Shirley,3,36.54
7648,198,282,1870,Hotdog,3,34.41
7648,198,282,1870,Fried Chocolate Tarantula,2,17.94
7649,19,227,1466,Wings,1,12.54
7650,51,68,1208,Geary's Pale Ale,3,14.7
7650,51,68,1208,Cheesburger,3,9.72
7650,51,68,1208,Lakefront Bridge Burner,2,23.58
7650,51,68,1208,Capital Vintage Ale,3,23.19
7650,51,68,1208,Southern Pecan Brown ale,3,10.56
7651,123,35,1697,Drake's Expedition Ale,1,6.0
7651,123,35,1697,Boris,2,20.42
7651,123,35,1697,Fries,2,21.86
7652,161,270,1216,Hotdog,1,11.83
7653,27,23,1349,Ice Tea,2,5.92
7653,27,23,1349,New Glarus Two Women New,3,34.86
7653,27,23,1349,Pepsi,3,7.98
7654,213,287,1354,Tuppers' Hop Pocket Pils,1,7.57
7654,213,287,1354,Coke,3,19.11
7655,39,219,2011,Miller High Life Light,3,16.83
7655,39,219,2011,Dirty Shirley,3,36.03
7655,39,219,2011,Point Horizon Wheat,1,11.4
7655,39,219,2011,Boris,3,31.17
7656,233,170,1086,Hitachino Nest Weizen,2,10.32
7656,233,170,1086,Ice Tea,1,2.97
7657,52,422,1815,Dirty Shirley,1,12.49
7658,91,99,1855,Fries,1,10.81
7659,230,110,1873,Ice Tea,2,5.64
7659,230,110,1873,Boulevard Unfiltered Wheat Beer,3,14.79
7659,230,110,1873,Fries,1,10.5
7660,21,427,2081,Pepsi,3,6.42
7660,21,427,2081,Boris,2,20.7
7660,21,427,2081,Strong Suffolk Vintage Ale,1,8.97
7661,17,404,1573,Miller High Life Light,3,15.12
7662,91,93,1629,Pepsi,1,2.95
7662,91,93,1629,Fries,2,21.62
7662,91,93,1629,Hotdog,1,11.55
7663,152,344,2139,Dirty Shirley,1,12.6
7663,152,344,2139,St Peter's Wheat Ale,1,10.48
7663,152,344,2139,Tripel Karmeliet,1,3.6
7663,152,344,2139,Aass Juleol Premium,1,10.68
7664,207,25,1775,Southern Pecan Brown ale,3,10.17
7665,156,128,2146,New Glarus Spotted Cow Ale,2,5.4
7665,156,128,2146,Boddingtons Pub Ale,1,6.08
7666,126,161,1442,Capital Maibock,3,30.69
7666,126,161,1442,Ice Tea,3,6.06
7666,126,161,1442,Fries,1,10.35
7667,234,471,1363,Boddingtons Pub Ale,3,19.08
7667,234,471,1363,Moosbacher Schwarze Weisse,1,2.77
7667,234,471,1363,Coke,2,12.46
7667,234,471,1363,Aass Juleol Premium,2,20.12
7668,136,111,1528,Coke,3,19.02
7669,209,112,1046,New Glarus Two Women New,2,22.16
7669,209,112,1046,Hotdog,3,34.98
7670,205,230,1744,Hops Clearwater Light,1,3.46
7670,205,230,1744,Ice Tea,1,2.79
7670,205,230,1744,Water,2,12.74
7671,26,332,1591,Fried Chocolate Tarantula,2,17.02
7672,21,442,971,Pepsi,3,6.42
7672,21,442,971,Point Horizon Wheat,2,22.82
7672,21,442,971,Fried Chocolate Tarantula,3,25.92
7672,21,442,971,Boris,3,31.05
7673,232,389,1536,Cheesburger,3,9.27
7673,232,389,1536,Quail Springs India Pale Ale,2,17.92
7673,232,389,1536,Coke,1,6.5
7673,232,389,1536,Station House Red Ale,1,9.27
7674,221,269,1144,Dirty Shirley,2,24.68
7675,185,485,1864,Dirty Shirley,3,36.84
7675,185,485,1864,Miller High Life Light,1,5.08
7676,169,429,1354,Moosbacher Schwarze Weisse,2,5.96
7676,169,429,1354,Hotdog,1,11.36
7676,169,429,1354,Smuttynose Wheat Wine,2,25.14
7676,169,429,1354,Steamworks Summer Kolsch,1,5.52
7676,169,429,1354,New Glarus Spotted Cow Ale,3,8.13
7677,193,51,1202,Tripel Karmeliet,2,7.22
7677,193,51,1202,Boddingtons Pub Ale,1,6.42
7677,193,51,1202,Water,3,20.91
7678,55,298,1668,Coke,2,12.14
7678,55,298,1668,Wings,2,25.34
7678,55,298,1668,Smuttynose Wheat Wine,1,12.69
7679,210,248,1830,Russian River Blind Pig IPA,2,5.04
7680,85,225,1584,Coke,3,19.83
7680,85,225,1584,Old Rasputin Russian Imperial Stout,3,14.55
7680,85,225,1584,Hotdog,3,33.57
7681,221,473,1865,Capital Vintage Ale,2,15.2
7681,221,473,1865,Dirty Shirley,3,37.02
7681,221,473,1865,Water,1,6.01
7681,221,473,1865,Southern Pecan Brown ale,3,9.69
7682,20,115,2038,Water,2,13.86
7682,20,115,2038,Left Hand Polestar Pilsner,2,11.98
7682,20,115,2038,Pinstripe Red Ale,3,27.54
7683,12,114,1612,Tuppers' Hop Pocket Pils,3,22.56
7683,12,114,1612,Capital Vintage Ale,2,15.18
7684,228,142,2094,Wings,1,12.35
7685,156,16,1056,Fries,3,30.33
7686,164,375,2023,Pinstripe Red Ale,3,27.48
7686,164,375,2023,Wings,1,12.72
7687,103,209,1416,Coke,2,12.8
7687,103,209,1416,Wings,1,12.25
7688,237,342,1180,Left Hand Black Jack Porter,1,2.11
7689,194,196,1748,Coke,1,6.35
7690,235,258,1403,Left Hand Polestar Pilsner,1,5.51
7690,235,258,1403,Wings,1,12.97
7690,235,258,1403,Dirty Shirley,1,12.92
7690,235,258,1403,Tuppers' Hop Pocket Pils,2,15.82
7691,118,444,1888,Capital Vintage Ale,1,7.87
7692,186,192,1019,Pepsi,3,6.51
7692,186,192,1019,Left Hand Polestar Pilsner,1,5.47
7692,186,192,1019,Boddingtons Pub Ale,1,6.52
7692,186,192,1019,Geary's Pale Ale,2,8.52
7692,186,192,1019,Cheesburger,2,6.3
7693,185,139,1897,Miller High Life Light,3,15.24
7694,150,192,1488,Capital Vintage Ale,3,22.65
7694,150,192,1488,Fried Chocolate Tarantula,3,24.45
7695,29,354,1465,Engel Gold,2,21.18
7696,196,343,1341,Fried Chocolate Tarantula,2,17.8
7696,196,343,1341,Wings,1,12.88
7696,196,343,1341,Aass Juleol Premium,1,10.45
7697,229,305,1651,Dirty Shirley,3,37.35
7698,52,469,1840,Cheesburger,1,3.16
7698,52,469,1840,Fried Chocolate Tarantula,3,25.83
7698,52,469,1840,Dirty Shirley,1,12.49
7699,199,391,1636,Cheesburger,1,3.17
7699,199,391,1636,Wings,1,12.89
7699,199,391,1636,Hotdog,3,33.12
7700,106,422,1979,Rogue Dry Hopped Saint Rogue Red Ale,2,14.62
7701,172,343,1744,Abita Turbodog,2,22.46
7701,172,343,1744,Capital Maibock,3,30.99
7702,228,425,2039,Geary's Pale Ale,2,9.58
7702,228,425,2039,Wings,3,37.05
7703,237,96,1761,Left Hand Black Jack Porter,3,6.33
7704,155,183,1935,Dirty Shirley,3,36.09
7704,155,183,1935,BridgePort India Pale Ale,2,15.62
7704,155,183,1935,Wings,3,36.72
7705,221,143,2013,Dirty Shirley,3,37.02
7705,221,143,2013,Left Hand Black Jack Porter,2,5.92
7705,221,143,2013,Fordham Dunkel Weiss,3,12.84
7705,221,143,2013,Fries,1,10.99
7705,221,143,2013,Capital Vintage Ale,3,22.8
7706,138,135,1333,Lakefront Bridge Burner,3,35.28
7707,87,357,1869,Engel Gold,2,20.88
7708,73,168,1927,SweetWater Summer Hummer,2,5.56
7709,7,205,1322,Xingu Black Beer,1,8.12
7709,7,205,1322,Old Milwaukee,3,36.63
7709,7,205,1322,Pepsi,3,7.17
7710,43,461,1508,Capital Vintage Ale,1,7.41
7710,43,461,1508,Coke,3,20.4
7711,189,434,1843,Pepsi,1,2.94
7711,189,434,1843,Capital Maibock,2,21.34
7712,225,39,1570,Water,1,6.44
7712,225,39,1570,Fried Chocolate Tarantula,2,17.48
7712,225,39,1570,Dirty Shirley,2,25.94
7713,52,332,1279,Dirty Shirley,1,12.49
7714,147,214,1998,Wings,3,36.69
7714,147,214,1998,Water,1,6.13
7714,147,214,1998,Tuppers' Hop Pocket Pils,1,7.91
7715,125,205,1395,Ice Tea,1,2.07
7715,125,205,1395,Engel Gold,3,31.95
7716,218,385,1463,Smuttynose Wheat Wine,1,12.99
7717,18,32,1676,Hitachino Nest Weizen,3,17.61
7717,18,32,1676,Station House Red Ale,3,27.27
7718,174,71,1489,Fried Chocolate Tarantula,3,25.68
7718,174,71,1489,Smuttynose Wheat Wine,2,25.1
7719,139,325,1753,Dirty Shirley,2,24.58
7719,139,325,1753,Rogue Dry Hopped Saint Rogue Red Ale,1,7.64
7720,139,259,1760,Rogue Dry Hopped Saint Rogue Red Ale,3,22.92
7720,139,259,1760,Wings,3,37.14
7720,139,259,1760,Dirty Shirley,2,24.58
7721,142,262,1971,Strongarm Ruby Red Ale,1,2.59
7721,142,262,1971,Coke,3,18.03
7722,144,219,1629,Strongarm Ruby Red Ale,1,2.06
7722,144,219,1629,Ice Tea,3,7.95
7722,144,219,1629,Coke,1,6.6
7722,144,219,1629,Fried Chocolate Tarantula,3,26.88
7723,224,94,1280,Station House Red Ale,2,18.02
7724,63,149,2135,Strongarm Ruby Red Ale,2,5.16
7724,63,149,2135,Ice Tea,1,2.18
7724,63,149,2135,Dirty Shirley,2,25.5
7725,11,380,1394,Left Hand Black Jack Porter,2,4.98
7725,11,380,1394,Ice Tea,3,7.41
7725,11,380,1394,New Glarus Spotted Cow Ale,3,6.78
7726,232,431,1755,Cheesburger,1,3.09
7726,232,431,1755,Station House Red Ale,2,18.54
7726,232,431,1755,Coke,1,6.5
7726,232,431,1755,Quail Springs India Pale Ale,2,17.92
7727,139,338,1852,Dirty Shirley,1,12.29
7727,139,338,1852,Rogue Dry Hopped Saint Rogue Red Ale,3,22.92
7728,161,143,1638,Hotdog,3,35.49
7729,145,417,1694,Hotdog,3,34.26
7729,145,417,1694,Smuttynose Wheat Wine,1,12.12
7729,145,417,1694,Water,2,14.0
7730,169,330,1290,Steamworks Summer Kolsch,3,16.56
7730,169,330,1290,Hotdog,2,22.72
7730,169,330,1290,New Glarus Spotted Cow Ale,1,2.71
7730,169,330,1290,Smuttynose Wheat Wine,3,37.71
7730,169,330,1290,Moosbacher Schwarze Weisse,2,5.96
7731,139,219,1838,Rogue Dry Hopped Saint Rogue Red Ale,2,15.28
7732,170,193,1446,Coke,3,20.7
7732,170,193,1446,Old Rasputin Russian Imperial Stout,1,4.08
7732,170,193,1446,SweetWater Summer Hummer,3,8.16
7733,249,112,1449,St-Ambroise Oatmeal Stout,3,21.54
7734,4,42,2037,Wings,1,12.89
7734,4,42,2037,Southern Pecan Brown ale,1,3.63
7734,4,42,2037,Tripel Karmeliet,1,3.63
7735,48,478,1212,Widmer Snowplow Milk Stout,2,23.18
7735,48,478,1212,Hotdog,1,11.88
7735,48,478,1212,Tuppers' Hop Pocket Pils,2,15.64
7735,48,478,1212,Rogue Dry Hopped Saint Rogue Red Ale,1,7.49
7736,219,347,1447,Tripel Karmeliet,3,11.64
7736,219,347,1447,Coke,1,6.78
7736,219,347,1447,Fries,1,10.79
7736,219,347,1447,Pepsi,2,4.82
7737,87,208,1578,Engel Gold,2,20.88
7738,241,173,1575,Drake's Expedition Ale,2,10.58
7739,156,405,1001,Fries,1,10.11
7739,156,405,1001,Strong Suffolk Vintage Ale,2,17.06
7740,104,441,1204,Old Rasputin Russian Imperial Stout,1,4.57
7740,104,441,1204,Water,3,20.25
7740,104,441,1204,Hitachino Nest Weizen,1,5.51
7741,152,492,2175,Dirty Shirley,3,37.8
7741,152,492,2175,St Peter's Wheat Ale,1,10.48
7741,152,492,2175,Aass Juleol Premium,3,32.04
7741,152,492,2175,Tripel Karmeliet,2,7.2
7742,217,347,1176,St-Ambroise Oatmeal Stout,1,7.63
7742,217,347,1176,Wings,3,36.75
7742,217,347,1176,Fries,1,11.0
7742,217,347,1176,Full Sail IPA,3,31.35
7742,217,347,1176,Saint Arnold Brown Ale,3,15.0
7743,174,10,1374,Fried Chocolate Tarantula,3,25.68
7743,174,10,1374,Smuttynose Wheat Wine,2,25.1
7743,174,10,1374,Coke,2,13.3
7744,23,495,2157,River Rock Ale,3,12.93
7744,23,495,2157,Pepsi,2,5.94
7744,23,495,2157,Wings,1,12.8
7745,186,472,1414,Cheesburger,2,6.3
7745,186,472,1414,Pepsi,1,2.17
7746,145,32,1322,Left Hand Black Jack Porter,3,7.38
7746,145,32,1322,Smuttynose Wheat Wine,1,12.12
7746,145,32,1322,Hotdog,3,34.26
7746,145,32,1322,Water,2,14.0
7747,234,409,1828,Moosbacher Schwarze Weisse,3,8.31
7747,234,409,1828,Water,3,18.0
7747,234,409,1828,Boddingtons Pub Ale,1,6.36
7747,234,409,1828,Fried Chocolate Tarantula,1,8.15
7747,234,409,1828,Coke,1,6.23
7748,244,226,1302,New Glarus Two Women New,3,34.98
7748,244,226,1302,Quail Springs India Pale Ale,1,8.26
7748,244,226,1302,Wings,1,12.57
7749,117,458,1224,Lakefront Bridge Burner,2,22.78
7749,117,458,1224,Boddingtons Pub Ale,2,13.78
7750,101,410,1950,Station House Red Ale,2,19.78
7751,123,147,1238,Drake's Expedition Ale,1,6.0
7751,123,147,1238,Boris,2,20.42
7751,123,147,1238,Fries,3,32.79
7752,44,128,1236,Boulevard Unfiltered Wheat Beer,1,4.58
7752,44,128,1236,Victoria Bitter,1,8.31
7752,44,128,1236,Southern Pecan Brown ale,3,10.53
7752,44,128,1236,St Peter's Wheat Ale,2,20.28
7753,171,120,1293,Aass Juleol Premium,1,10.39
7753,171,120,1293,Hotdog,1,11.17
7753,171,120,1293,Engel Gold,2,20.48
7753,171,120,1293,Wings,1,12.49
7753,171,120,1293,Cheesburger,3,9.21
7754,71,251,1669,Quail Springs India Pale Ale,3,26.01
7754,71,251,1669,Water,3,19.26
7755,127,139,1677,Xingu Black Beer,3,25.62
7755,127,139,1677,Water,1,6.14
7756,222,253,991,Cheesburger,2,6.84
