tid,BarId,DrinkerId,SubTotal,Tax,Tip,Total
6221,24,340,18.24,1.28,3.65,23.17
6222,88,229,6.54,0.46,1.31,8.31
6223,166,146,24.68,1.73,4.94,31.35
6224,97,94,10.72,0.75,2.14,13.61
6225,180,8,24.54,1.72,4.91,31.17
6226,145,454,4.92,0.34,0.98,6.24
6227,5,280,10.43,0.73,2.09,13.25
6228,109,473,10.78,0.75,2.16,13.69
6229,133,451,7.8,0.55,1.56,9.91
6230,159,20,8.42,0.59,1.68,10.69
6231,243,226,17.16,1.2,3.43,21.79
6232,18,144,17.61,1.23,3.52,22.36
6233,225,448,19.32,1.35,3.86,24.53
6234,110,222,10.55,0.74,2.11,13.4
6235,236,499,12.47,0.87,2.49,15.83
6236,59,289,4.81,0.34,0.96,6.11
6237,130,275,6.75,0.47,1.35,8.57
6238,238,455,5.75,0.4,1.15,7.3
6239,176,312,11.74,0.82,2.35,14.91
6240,11,426,7.41,0.52,1.48,9.41
6241,168,306,10.73,0.75,2.15,13.63
6242,73,38,30.75,2.15,6.15,39.05
6243,162,18,10.65,0.75,2.13,13.53
6244,156,390,6.08,0.43,1.22,7.73
6245,61,15,35.37,2.48,7.07,44.92
6246,80,283,6.88,0.48,1.38,8.74
6247,111,276,23.86,1.67,4.77,30.3
6248,92,77,22.4,1.57,4.48,28.45
6249,105,244,12.83,0.9,2.57,16.3
6250,170,191,2.72,0.19,0.54,3.45
6251,21,263,18.15,1.27,3.63,23.05
6252,49,172,8.14,0.57,1.63,10.34
6253,112,305,21.3,1.49,4.26,27.05
6254,228,362,37.05,2.59,7.41,47.05
6255,210,208,7.56,0.53,1.51,9.6
6256,96,99,35.31,2.47,7.06,44.84
6257,233,27,10.32,0.72,2.06,13.1
6258,73,449,12.12,0.85,2.42,15.39
6259,178,64,5.4,0.38,1.08,6.86
6260,177,140,18.36,1.29,3.67,23.32
6261,117,378,13.78,0.96,2.76,17.5
6262,184,466,26.94,1.89,5.39,34.22
6263,215,284,28.68,2.01,5.74,36.43
6264,145,472,4.92,0.34,0.98,6.24
6265,206,95,10.64,0.74,2.13,13.51
6266,46,350,10.98,0.77,2.2,13.95
6267,184,12,8.98,0.63,1.8,11.41
6268,22,70,8.33,0.58,1.67,10.58
6269,33,468,7.42,0.52,1.48,9.42
6270,101,242,35.49,2.48,7.1,45.07
6271,39,467,20.88,1.46,4.18,26.52
6272,25,498,6.67,0.47,1.33,8.47
6273,132,209,4.22,0.3,0.84,5.36
6274,141,443,7.66,0.54,1.53,9.73
6275,21,293,31.05,2.17,6.21,39.43
6276,98,18,6.42,0.45,1.28,8.15
6277,42,87,24.06,1.68,4.81,30.55
6278,166,215,18.5,1.3,3.7,23.5
6279,100,330,11.58,0.81,2.32,14.71
6280,20,301,18.36,1.29,3.67,23.32
6281,4,436,38.67,2.71,7.73,49.11
6282,237,384,2.11,0.15,0.42,2.68
6283,221,20,24.68,1.73,4.94,31.35
6284,235,468,5.51,0.39,1.1,7.0
6285,235,266,11.02,0.77,2.2,13.99
6286,221,267,15.2,1.06,3.04,19.3
6287,207,356,4.06,0.28,0.81,5.15
6288,20,314,11.98,0.84,2.4,15.22
6289,27,414,8.88,0.62,1.78,11.28
6290,51,240,9.72,0.68,1.94,12.34
6291,9,39,24.81,1.74,4.96,31.51
6292,120,330,6.14,0.43,1.23,7.8
6293,168,465,37.89,2.65,7.58,48.12
6294,4,429,3.63,0.25,0.73,4.61
6295,5,406,31.29,2.19,6.26,39.74
6296,104,461,4.57,0.32,0.91,5.8
6297,47,353,24.9,1.74,4.98,31.62
6298,49,383,7.53,0.53,1.51,9.57
6299,88,244,10.24,0.72,2.05,13.01
6300,125,130,10.89,0.76,2.18,13.83
6301,58,276,8.28,0.58,1.66,10.52
6302,117,278,6.89,0.48,1.38,8.75
6303,14,441,25.64,1.79,5.13,32.56
6304,243,212,5.72,0.4,1.14,7.26
6305,128,155,20.72,1.45,4.14,26.31
6306,162,185,8.31,0.58,1.66,10.55
6307,5,250,10.43,0.73,2.09,13.25
6308,218,142,12.99,0.91,2.6,16.5
6309,213,212,15.14,1.06,3.03,19.23
6310,18,343,5.87,0.41,1.17,7.45
6311,68,277,8.67,0.61,1.73,11.01
6312,226,172,9.77,0.68,1.95,12.4
6313,225,457,6.44,0.45,1.29,8.18
6314,242,412,8.96,0.63,1.79,11.38
6315,155,186,36.72,2.57,7.34,46.63
6316,172,251,12.42,0.87,2.48,15.77
6317,197,347,5.36,0.38,1.07,6.81
6318,163,427,14.36,1.01,2.87,18.24
6319,21,251,4.28,0.3,0.86,5.44
6320,193,448,20.91,1.46,4.18,26.55
6321,237,276,6.33,0.44,1.27,8.04
6322,15,91,7.53,0.53,1.51,9.57
6323,139,457,37.14,2.6,7.43,47.17
6324,25,342,12.17,0.85,2.43,15.45
6325,7,319,24.42,1.71,4.88,31.01
6326,159,359,18.62,1.3,3.72,23.64
6327,243,172,12.17,0.85,2.43,15.45
6328,46,321,10.0,0.7,2.0,12.7
6329,76,285,5.44,0.38,1.09,6.91
6330,64,193,34.44,2.41,6.89,43.74
6331,181,261,5.92,0.41,1.18,7.51
6332,78,404,9.91,0.69,1.98,12.58
6333,113,180,11.26,0.79,2.25,14.3
6334,194,51,3.43,0.24,0.69,4.36
6335,193,179,20.91,1.46,4.18,26.55
6336,127,357,12.83,0.9,2.57,16.3
6337,192,195,5.88,0.41,1.18,7.47
6338,42,259,23.46,1.64,4.69,29.79
6339,119,168,13.0,0.91,2.6,16.51
6340,60,280,7.91,0.55,1.58,10.04
6341,56,247,24.39,1.71,4.88,30.98
6342,70,422,37.08,2.6,7.42,47.1
6343,200,296,2.08,0.15,0.42,2.65
6344,180,290,32.7,2.29,6.54,41.53
6345,157,279,6.48,0.45,1.3,8.23
6346,100,335,17.7,1.24,3.54,22.48
6347,188,111,38.73,2.71,7.75,49.19
6348,58,109,5.52,0.39,1.1,7.01
6349,188,300,9.27,0.65,1.85,11.77
6350,6,461,24.92,1.74,4.98,31.64
6351,188,148,24.27,1.7,4.85,30.82
6352,72,156,36.99,2.59,7.4,46.98
6353,45,51,12.2,0.85,2.44,15.49
6354,100,470,10.21,0.71,2.04,12.96
6355,121,415,20.88,1.46,4.18,26.52
6356,180,138,32.7,2.29,6.54,41.53
6357,88,365,10.24,0.72,2.05,13.01
6358,201,161,11.42,0.8,2.28,14.5
6359,145,494,24.24,1.7,4.85,30.79
6360,2,78,2.17,0.15,0.43,2.75
6361,12,71,22.56,1.58,4.51,28.65
6362,246,403,22.6,1.58,4.52,28.7
6363,209,274,21.72,1.52,4.34,27.58
6364,163,306,4.92,0.34,0.98,6.24
6365,215,1,9.56,0.67,1.91,12.14
6366,79,110,4.89,0.34,0.98,6.21
6367,176,300,7.7,0.54,1.54,9.78
6368,133,24,7.8,0.55,1.56,9.91
6369,183,418,15.03,1.05,3.01,19.09
6370,76,329,5.96,0.42,1.19,7.57
6371,72,403,14.76,1.03,2.95,18.74
6372,36,373,22.6,1.58,4.52,28.7
6373,46,297,10.98,0.77,2.2,13.95
6374,37,212,19.84,1.39,3.97,25.2
6375,44,113,7.02,0.49,1.4,8.91
6376,25,36,23.4,1.64,4.68,29.72
6377,29,323,10.59,0.74,2.12,13.45
6378,29,366,10.59,0.74,2.12,13.45
6379,149,426,9.33,0.65,1.87,11.85
6380,247,228,10.82,0.76,2.16,13.74
6381,49,23,2.51,0.18,0.5,3.19
6382,178,388,2.7,0.19,0.54,3.43
6383,102,2,24.06,1.68,4.81,30.55
6384,74,319,4.58,0.32,0.92,5.82
6385,211,76,16.05,1.12,3.21,20.38
6386,91,387,10.81,0.76,2.16,13.73
6387,137,487,6.25,0.44,1.25,7.94
6388,152,249,10.8,0.76,2.16,13.72
6389,249,72,30.33,2.12,6.07,38.52
6390,166,385,18.5,1.3,3.7,23.5
6391,180,265,32.7,2.29,6.54,41.53
6392,22,27,8.33,0.58,1.67,10.58
6393,24,471,18.24,1.28,3.65,23.17
6394,101,172,6.39,0.45,1.28,8.12
6395,102,293,16.04,1.12,3.21,20.37
6396,97,420,19.95,1.4,3.99,25.34
6397,161,454,11.83,0.83,2.37,15.03
6398,162,310,4.86,0.34,0.97,6.17
6399,164,196,18.32,1.28,3.66,23.26
6400,82,407,36.3,2.54,7.26,46.1
6401,77,474,36.9,2.58,7.38,46.86
6402,48,381,15.64,1.09,3.13,19.86
6403,192,74,36.36,2.55,7.27,46.18
6404,55,148,38.01,2.66,7.6,48.27
6405,73,410,11.55,0.81,2.31,14.67
6406,6,313,8.06,0.56,1.61,10.23
6407,96,245,23.54,1.65,4.71,29.9
6408,238,153,17.25,1.21,3.45,21.91
6409,174,117,11.75,0.82,2.35,14.92
6410,23,492,2.97,0.21,0.59,3.77
6411,38,214,10.12,0.71,2.02,12.85
6412,190,440,21.48,1.5,4.3,27.28
6413,118,280,12.7,0.89,2.54,16.13
6414,34,442,7.14,0.5,1.43,9.07
6415,121,22,7.48,0.52,1.5,9.5
6416,48,209,23.76,1.66,4.75,30.17
6417,19,484,2.95,0.21,0.59,3.75
6418,38,422,22.96,1.61,4.59,29.16
6419,36,316,11.3,0.79,2.26,14.35
6420,35,206,5.3,0.37,1.06,6.73
6421,207,194,21.52,1.51,4.3,27.33
6422,6,469,4.03,0.28,0.81,5.12
6423,91,125,23.1,1.62,4.62,29.34
6424,185,323,24.56,1.72,4.91,31.19
6425,120,392,12.28,0.86,2.46,15.6
6426,182,311,9.98,0.7,2.0,12.68
6427,207,78,3.39,0.24,0.68,4.31
6428,161,417,7.5,0.53,1.5,9.53
6429,5,269,10.43,0.73,2.09,13.25
6430,58,478,17.55,1.23,3.51,22.29
6431,47,496,8.85,0.62,1.77,11.24
6432,65,336,6.05,0.42,1.21,7.68
6433,216,267,25.04,1.75,5.01,31.8
6434,168,322,15.66,1.1,3.13,19.89
6435,140,135,21.45,1.5,4.29,27.24
6436,226,165,17.82,1.25,3.56,22.63
6437,44,407,16.62,1.16,3.32,21.1
6438,198,248,25.72,1.8,5.14,32.66
6439,66,5,25.24,1.77,5.05,32.06
6440,234,108,18.0,1.26,3.6,22.86
6441,127,34,8.54,0.6,1.71,10.85
6442,160,183,7.8,0.55,1.56,9.91
6443,229,356,13.06,0.91,2.61,16.58
6444,203,298,16.7,1.17,3.34,21.21
6445,190,422,14.73,1.03,2.95,18.71
6446,102,180,16.04,1.12,3.21,20.37
6447,48,185,11.59,0.81,2.32,14.72
6448,118,186,6.35,0.44,1.27,8.06
6449,147,424,12.23,0.86,2.45,15.54
6450,27,74,8.88,0.62,1.78,11.28
6451,44,201,10.53,0.74,2.11,13.38
6452,119,418,7.98,0.56,1.6,10.14
6453,127,164,6.14,0.43,1.23,7.8
6454,54,368,21.63,1.51,4.33,27.47
6455,135,50,8.47,0.59,1.69,10.75
6456,219,395,10.79,0.76,2.16,13.71
6457,48,446,15.64,1.09,3.13,19.86
6458,223,214,32.58,2.28,6.52,41.38
6459,177,227,22.54,1.58,4.51,28.63
6460,95,340,8.6,0.6,1.72,10.92
6461,211,207,7.44,0.52,1.49,9.45
6462,19,95,37.62,2.63,7.52,47.77
6463,247,182,10.48,0.73,2.1,13.31
6464,133,271,3.9,0.27,0.78,4.95
6465,189,168,8.82,0.62,1.76,11.2
6466,234,110,8.15,0.57,1.63,10.35
6467,227,391,6.62,0.46,1.32,8.4
6468,163,197,10.99,0.77,2.2,13.96
6469,125,500,10.89,0.76,2.18,13.83
6470,176,153,11.55,0.81,2.31,14.67
6471,27,446,5.32,0.37,1.06,6.75
6472,159,248,4.21,0.29,0.84,5.34
6473,207,196,10.76,0.75,2.15,13.66
6474,3,266,8.01,0.56,1.6,10.17
6475,147,151,12.26,0.86,2.45,15.57
6476,160,437,23.36,1.64,4.67,29.67
6477,231,464,13.71,0.96,2.74,17.41
6478,55,303,25.34,1.77,5.07,32.18
6479,134,151,12.05,0.84,2.41,15.3
6480,14,293,38.46,2.69,7.69,48.84
6481,58,250,12.01,0.84,2.4,15.25
6482,165,308,11.87,0.83,2.37,15.07
6483,35,42,10.56,0.74,2.11,13.41
6484,43,6,12.74,0.89,2.55,16.18
6485,36,464,10.42,0.73,2.08,13.23
6486,103,6,6.4,0.45,1.28,8.13
6487,100,206,6.76,0.47,1.35,8.58
6488,71,65,25.4,1.78,5.08,32.26
6489,60,124,7.91,0.55,1.58,10.04
6490,10,209,2.08,0.15,0.42,2.65
6491,164,234,18.32,1.28,3.66,23.26
6492,234,455,12.72,0.89,2.54,16.15
6493,221,41,8.56,0.6,1.71,10.87
6494,76,422,5.96,0.42,1.19,7.57
6495,142,496,18.03,1.26,3.61,22.9
6496,195,239,12.89,0.9,2.58,16.37
6497,84,339,4.2,0.29,0.84,5.33
6498,9,338,19.62,1.37,3.92,24.91
6499,106,474,21.93,1.54,4.39,27.86
6500,15,401,4.84,0.34,0.97,6.15
6501,124,197,12.39,0.87,2.48,15.74
6502,147,180,6.13,0.43,1.23,7.79
6503,63,313,25.5,1.79,5.1,32.39
6504,4,290,7.26,0.51,1.45,9.22
6505,32,48,2.45,0.17,0.49,3.11
6506,28,427,21.0,1.47,4.2,26.67
6507,159,446,4.21,0.29,0.84,5.34
6508,212,309,7.42,0.52,1.48,9.42
6509,83,166,18.69,1.31,3.74,23.74
6510,142,279,5.18,0.36,1.04,6.58
6511,149,33,12.51,0.88,2.5,15.89
6512,156,65,20.22,1.42,4.04,25.68
6513,179,197,12.22,0.86,2.44,15.52
6514,190,6,4.91,0.34,0.98,6.23
6515,3,320,11.28,0.79,2.26,14.33
6516,214,333,17.88,1.25,3.58,22.71
6517,123,258,32.79,2.3,6.56,41.65
6518,213,374,15.14,1.06,3.03,19.23
6519,147,206,7.91,0.55,1.58,10.04
6520,27,211,11.62,0.81,2.32,14.75
6521,27,487,23.24,1.63,4.65,29.52
6522,91,202,5.9,0.41,1.18,7.49
6523,179,351,18.33,1.28,3.67,23.28
6524,42,460,12.15,0.85,2.43,15.43
6525,10,390,10.89,0.76,2.18,13.83
6526,70,294,12.36,0.87,2.47,15.7
6527,56,265,4.97,0.35,0.99,6.31
6528,14,269,12.82,0.9,2.56,16.28
6529,123,398,32.79,2.3,6.56,41.65
6530,25,236,11.7,0.82,2.34,14.86
6531,139,54,12.38,0.87,2.48,15.73
6532,178,117,18.75,1.31,3.75,23.81
6533,97,213,10.72,0.75,2.14,13.61
6534,49,171,31.95,2.24,6.39,40.58
6535,179,481,11.67,0.82,2.33,14.82
6536,63,413,25.5,1.79,5.1,32.39
6537,204,50,5.98,0.42,1.2,7.6
6538,156,8,12.16,0.85,2.43,15.44
6539,240,198,7.1,0.5,1.42,9.02
6540,149,449,12.51,0.88,2.5,15.89
6541,62,464,20.1,1.41,4.02,25.53
6542,5,147,10.43,0.73,2.09,13.25
6543,217,367,4.96,0.35,0.99,6.3
6544,11,132,4.98,0.35,1.0,6.33
6545,237,109,4.22,0.3,0.84,5.36
6546,174,137,23.5,1.65,4.7,29.85
6547,234,60,12.0,0.84,2.4,15.24
6548,77,184,5.49,0.38,1.1,6.97
6549,40,233,6.78,0.47,1.36,8.61
6550,118,298,19.05,1.33,3.81,24.19
6551,15,418,30.39,2.13,6.08,38.6
6552,137,321,8.14,0.57,1.63,10.34
6553,100,287,25.7,1.8,5.14,32.64
6554,227,3,23.2,1.62,4.64,29.46
6555,231,366,9.14,0.64,1.83,11.61
6556,19,83,3.13,0.22,0.63,3.98
6557,249,252,12.74,0.89,2.55,16.18
6558,174,128,17.12,1.2,3.42,21.74
6559,16,282,6.07,0.42,1.21,7.7
6560,100,400,12.85,0.9,2.57,16.32
6561,54,318,23.24,1.63,4.65,29.52
6562,231,477,24.86,1.74,4.97,31.57
6563,54,160,4.28,0.3,0.86,5.44
6564,73,40,4.04,0.28,0.81,5.13
6565,94,101,17.48,1.22,3.5,22.2
6566,241,288,6.78,0.47,1.36,8.61
6567,83,383,18.69,1.31,3.74,23.74
6568,123,93,32.79,2.3,6.56,41.65
6569,99,357,17.43,1.22,3.49,22.14
6570,239,337,19.05,1.33,3.81,24.19
6571,151,232,11.84,0.83,2.37,15.04
6572,1,116,32.28,2.26,6.46,41.0
6573,145,357,7.0,0.49,1.4,8.89
6574,212,405,12.33,0.86,2.47,15.66
6575,73,361,11.55,0.81,2.31,14.67
6576,155,455,7.81,0.55,1.56,9.92
6577,161,272,23.66,1.66,4.73,30.05
6578,50,218,16.6,1.16,3.32,21.08
6579,124,473,37.17,2.6,7.43,47.2
6580,89,98,10.73,0.75,2.15,13.63
6581,121,487,24.26,1.7,4.85,30.81
6582,127,304,25.66,1.8,5.13,32.59
6583,174,475,8.88,0.62,1.78,11.28
6584,136,113,37.74,2.64,7.55,47.93
6585,33,249,22.26,1.56,4.45,28.27
6586,134,432,24.1,1.69,4.82,30.61
6587,51,436,3.52,0.25,0.7,4.47
6588,83,382,12.46,0.87,2.49,15.82
6589,102,271,8.37,0.59,1.67,10.63
6590,134,151,17.0,1.19,3.4,21.59
6591,87,251,10.44,0.73,2.09,13.26
6592,231,219,37.29,2.61,7.46,47.36
6593,100,1,5.79,0.41,1.16,7.36
6594,28,119,31.5,2.21,6.3,40.01
6595,75,340,36.9,2.58,7.38,46.86
6596,9,273,12.41,0.87,2.48,15.76
6597,42,85,36.09,2.53,7.22,45.84
6598,128,163,6.16,0.43,1.23,7.82
6599,19,353,5.9,0.41,1.18,7.49
6600,206,169,6.86,0.48,1.37,8.71
6601,189,167,10.67,0.75,2.13,13.55
6602,59,384,2.86,0.2,0.57,3.63
6603,204,373,11.25,0.79,2.25,14.29
6604,183,31,4.1,0.29,0.82,5.21
6605,62,392,4.68,0.33,0.94,5.95
6606,87,162,10.44,0.73,2.09,13.26
6607,15,210,2.51,0.18,0.5,3.19
6608,94,71,2.25,0.16,0.45,2.86
6609,98,101,25.76,1.8,5.15,32.71
6610,184,286,6.9,0.48,1.38,8.76
6611,148,41,12.46,0.87,2.49,15.82
6612,117,128,13.78,0.96,2.76,17.5
6613,81,321,4.64,0.32,0.93,5.89
6614,162,414,9.78,0.68,1.96,12.42
6615,3,461,8.01,0.56,1.6,10.17
6616,231,378,24.86,1.74,4.97,31.57
6617,77,32,24.6,1.72,4.92,31.24
6618,144,156,2.65,0.19,0.53,3.37
6619,57,67,19.5,1.37,3.9,24.77
6620,97,201,13.3,0.93,2.66,16.89
6621,209,286,11.66,0.82,2.33,14.81
6622,77,499,24.6,1.72,4.92,31.24
6623,18,387,5.87,0.41,1.17,7.45
6624,185,24,15.24,1.07,3.05,19.36
6625,16,251,25.92,1.81,5.18,32.91
6626,98,28,2.97,0.21,0.59,3.77
6627,120,274,6.85,0.48,1.37,8.7
6628,119,113,18.09,1.27,3.62,22.98
6629,237,292,4.22,0.3,0.84,5.36
6630,81,455,6.78,0.47,1.36,8.61
6631,56,151,8.13,0.57,1.63,10.33
6632,163,313,38.19,2.67,7.64,48.5
6633,191,209,10.75,0.75,2.15,13.65
6634,11,377,4.98,0.35,1.0,6.33
6635,118,76,12.55,0.88,2.51,15.94
6636,27,102,5.32,0.37,1.06,6.75
6637,168,317,37.89,2.65,7.58,48.12
6638,132,393,6.33,0.44,1.27,8.04
6639,57,444,3.98,0.28,0.8,5.06
6640,136,174,25.16,1.76,5.03,31.95
6641,20,214,11.98,0.84,2.4,15.22
6642,226,50,26.73,1.87,5.35,33.95
6643,22,5,16.66,1.17,3.33,21.16
6644,154,236,4.04,0.28,0.81,5.13
6645,181,327,6.05,0.42,1.21,7.68
6646,19,8,9.39,0.66,1.88,11.93
6647,201,370,22.84,1.6,4.57,29.01
6648,155,59,24.06,1.68,4.81,30.55
6649,118,107,12.7,0.89,2.54,16.13
6650,119,17,10.56,0.74,2.11,13.41
6651,222,121,13.77,0.96,2.75,17.48
6652,231,497,4.57,0.32,0.91,5.8
6653,231,183,4.57,0.32,0.91,5.8
6654,228,157,9.58,0.67,1.92,12.17
6655,60,342,7.91,0.55,1.58,10.04
6656,158,237,26.37,1.85,5.27,33.49
6657,103,276,19.2,1.34,3.84,24.38
6658,246,2,11.3,0.79,2.26,14.35
6659,222,120,4.59,0.32,0.92,5.83
6660,233,324,7.08,0.5,1.42,9.0
6661,239,489,9.1,0.64,1.82,11.56
6662,179,397,9.27,0.65,1.85,11.77
6663,51,85,9.8,0.69,1.96,12.45
6664,224,291,8.82,0.62,1.76,11.2
6665,238,299,20.42,1.43,4.08,25.93
6666,56,205,8.13,0.57,1.63,10.33
6667,96,279,7.67,0.54,1.53,9.74
6668,99,467,16.94,1.19,3.39,21.52
6669,209,239,33.24,2.33,6.65,42.22
6670,27,242,7.98,0.56,1.6,10.14
6671,109,348,5.62,0.39,1.12,7.13
6672,135,378,8.47,0.59,1.69,10.75
6673,11,137,4.98,0.35,1.0,6.33
6674,41,176,4.91,0.34,0.98,6.23
6675,203,497,16.7,1.17,3.34,21.21
6676,231,241,9.14,0.64,1.83,11.61
6677,98,107,8.91,0.62,1.78,11.31
6678,201,320,8.24,0.58,1.65,10.47
6679,38,476,30.36,2.13,6.07,38.56
6680,214,145,7.8,0.55,1.56,9.91
6681,60,155,13.6,0.95,2.72,17.27
6682,161,482,11.7,0.82,2.34,14.86
6683,155,210,8.37,0.59,1.67,10.63
6684,225,403,26.22,1.84,5.24,33.3
6685,148,306,18.24,1.28,3.65,23.17
6686,59,46,10.32,0.72,2.06,13.1
6687,60,449,9.39,0.66,1.88,11.93
6688,230,391,31.5,2.21,6.3,40.01
6689,43,69,7.41,0.52,1.48,9.41
6690,206,137,24.54,1.72,4.91,31.17
6691,178,371,8.1,0.57,1.62,10.29
6692,43,205,19.11,1.34,3.82,24.27
6693,206,162,8.18,0.57,1.64,10.39
6694,200,39,4.16,0.29,0.83,5.28
6695,21,108,11.41,0.8,2.28,14.49
6696,34,242,14.28,1.0,2.86,18.14
6697,48,465,15.64,1.09,3.13,19.86
6698,112,80,35.28,2.47,7.06,44.81
6699,57,357,7.26,0.51,1.45,9.22
6700,65,359,12.1,0.85,2.42,15.37
6701,130,295,2.71,0.19,0.54,3.44
6702,37,94,9.18,0.64,1.84,11.66
6703,183,187,8.2,0.57,1.64,10.41
6704,97,7,2.24,0.16,0.45,2.85
6705,202,50,2.01,0.14,0.4,2.55
6706,53,74,5.69,0.4,1.14,7.23
6707,124,445,24.78,1.73,4.96,31.47
6708,146,475,38.67,2.71,7.73,49.11
6709,135,225,8.47,0.59,1.69,10.75
6710,2,63,8.61,0.6,1.72,10.93
6711,149,308,3.11,0.22,0.62,3.95
6712,205,211,19.11,1.34,3.82,24.27
6713,234,420,20.12,1.41,4.02,25.55
6714,120,498,18.42,1.29,3.68,23.39
6715,227,360,14.34,1.0,2.87,18.21
6716,164,261,27.48,1.92,5.5,34.9
6717,237,38,4.22,0.3,0.84,5.36
6718,171,353,8.61,0.6,1.72,10.93
6719,189,450,10.67,0.75,2.13,13.55
6720,188,10,3.09,0.22,0.62,3.93
6721,131,496,26.94,1.89,5.39,34.22
6722,138,470,8.94,0.63,1.79,11.36
6723,95,120,7.68,0.54,1.54,9.76
6724,56,465,5.3,0.37,1.06,6.73
6725,9,294,13.26,0.93,2.65,16.84
6726,194,217,3.43,0.24,0.69,4.36
6727,236,100,13.72,0.96,2.74,17.42
6728,211,108,17.62,1.23,3.52,22.37
6729,197,177,2.68,0.19,0.54,3.41
6730,57,441,7.26,0.51,1.45,9.22
6731,85,70,14.55,1.02,2.91,18.48
6732,94,204,3.61,0.25,0.72,4.58
6733,177,365,7.74,0.54,1.55,9.83
6734,31,45,9.35,0.65,1.87,11.87
6735,162,51,4.86,0.34,0.97,6.17
6736,122,334,17.16,1.2,3.43,21.79
6737,101,499,19.78,1.38,3.96,25.12
6738,32,439,17.36,1.22,3.47,22.05
6739,82,291,12.57,0.88,2.51,15.96
6740,170,459,12.24,0.86,2.45,15.55
6741,45,22,31.14,2.18,6.23,39.55
6742,13,386,18.12,1.27,3.62,23.01
6743,12,74,30.66,2.15,6.13,38.94
6744,16,150,30.12,2.11,6.02,38.25
6745,222,376,3.42,0.24,0.68,4.34
6746,241,301,6.19,0.43,1.24,7.86
6747,162,230,14.58,1.02,2.92,18.52
6748,45,107,10.38,0.73,2.08,13.19
6749,168,19,22.92,1.6,4.58,29.1
6750,152,194,12.6,0.88,2.52,16.0
6751,125,480,3.04,0.21,0.61,3.86
6752,198,345,26.91,1.88,5.38,34.17
6753,154,348,6.01,0.42,1.2,7.63
6754,69,374,24.28,1.7,4.86,30.84
6755,225,10,38.91,2.72,7.78,49.41
6756,243,350,36.51,2.56,7.3,46.37
6757,135,55,8.47,0.59,1.69,10.75
6758,137,335,24.42,1.71,4.88,31.01
6759,112,248,12.28,0.86,2.46,15.6
6760,26,59,8.51,0.6,1.7,10.81
6761,101,113,17.25,1.21,3.45,21.91
6762,47,242,16.46,1.15,3.29,20.9
6763,203,61,8.35,0.58,1.67,10.6
6764,107,356,2.03,0.14,0.41,2.58
6765,32,88,8.37,0.59,1.67,10.63
6766,192,277,10.38,0.73,2.08,13.19
6767,56,391,15.9,1.11,3.18,20.19
6768,164,202,12.72,0.89,2.54,16.15
6769,73,344,20.5,1.44,4.1,26.04
6770,28,292,10.5,0.74,2.1,13.34
6771,203,471,8.35,0.58,1.67,10.6
6772,216,19,37.56,2.63,7.51,47.7
6773,34,357,4.64,0.32,0.93,5.89
6774,81,71,6.78,0.47,1.36,8.61
6775,27,134,2.96,0.21,0.59,3.76
6776,83,336,12.46,0.87,2.49,15.82
6777,173,45,10.8,0.76,2.16,13.72
6778,169,100,5.42,0.38,1.08,6.88
6779,157,393,6.04,0.42,1.21,7.67
6780,28,370,31.5,2.21,6.3,40.01
6781,31,452,25.84,1.81,5.17,32.82
6782,157,255,3.1,0.22,0.62,3.94
6783,34,122,4.64,0.32,0.93,5.89
6784,240,470,7.11,0.5,1.42,9.03
6785,244,4,16.52,1.16,3.3,20.98
6786,103,141,35.94,2.52,7.19,45.65
6787,207,44,32.28,2.26,6.46,41.0
6788,155,366,12.03,0.84,2.41,15.28
6789,225,439,6.44,0.45,1.29,8.18
6790,186,49,3.15,0.22,0.63,4.0
6791,76,435,17.88,1.25,3.58,22.71
6792,4,159,7.26,0.51,1.45,9.22
6793,97,281,19.95,1.4,3.99,25.34
6794,75,346,8.73,0.61,1.75,11.09
6795,209,270,11.66,0.82,2.33,14.81
6796,66,249,2.42,0.17,0.48,3.07
6797,217,223,18.28,1.28,3.66,23.22
6798,134,126,36.15,2.53,7.23,45.91
6799,103,267,6.4,0.45,1.28,8.13
6800,28,409,10.5,0.74,2.1,13.34
6801,160,235,20.08,1.41,4.02,25.51
6802,184,252,17.96,1.26,3.59,22.81
6803,118,422,6.35,0.44,1.27,8.06
6804,75,207,2.17,0.15,0.43,2.75
6805,60,85,36.72,2.57,7.34,46.63
6806,4,499,3.63,0.25,0.73,4.61
6807,195,78,25.78,1.8,5.16,32.74
6808,48,415,34.77,2.43,6.95,44.15
6809,175,456,35.76,2.5,7.15,45.41
6810,33,462,7.42,0.52,1.48,9.42
6811,165,24,7.14,0.5,1.43,9.07
6812,165,459,21.08,1.48,4.22,26.78
6813,55,153,12.14,0.85,2.43,15.42
6814,186,394,19.56,1.37,3.91,24.84
6815,222,234,4.59,0.32,0.92,5.83
6816,11,24,2.47,0.17,0.49,3.13
6817,167,426,20.56,1.44,4.11,26.11
6818,59,401,5.72,0.4,1.14,7.26
6819,128,407,31.89,2.23,6.38,40.5
6820,93,431,12.56,0.88,2.51,15.95
6821,226,477,33.54,2.35,6.71,42.6
6822,221,319,10.99,0.77,2.2,13.96
6823,166,359,24.96,1.75,4.99,31.7
6824,211,414,34.41,2.41,6.88,43.7
6825,241,430,6.19,0.43,1.24,7.86
6826,136,112,23.52,1.65,4.7,29.87
6827,184,179,13.26,0.93,2.65,16.84
